DATE,OECDLOLITOAASTSAM
2002-01-01,99.1207258027812
2002-02-01,99.3439604243616
2002-03-01,99.5191188460919
2002-04-01,99.6043589399113
2002-05-01,99.589673533532
2002-06-01,99.4905140831236
2002-07-01,99.3412034123074
2002-08-01,99.1777537366917
2002-09-01,99.0229317536271
2002-10-01,98.8897032173233
2002-11-01,98.7810890396028
2002-12-01,98.6827690215542
2003-01-01,98.5891801830768
2003-02-01,98.5149589946728
2003-03-01,98.4928078091507
2003-04-01,98.5494253448893
2003-05-01,98.6764987401441
2003-06-01,98.8622112939845
2003-07-01,99.091429126657
2003-08-01,99.3466592190395
2003-09-01,99.6157886064567
2003-10-01,99.8784800784423
2003-11-01,100.113758511714
2003-12-01,100.306938897038
2004-01-01,100.450733299701
2004-02-01,100.539691191453
2004-03-01,100.578126545067
2004-04-01,100.577916134883
2004-05-01,100.551708941024
2004-06-01,100.510431490694
2004-07-01,100.459680778348
2004-08-01,100.406134970333
2004-09-01,100.364549928341
2004-10-01,100.335315563697
2004-11-01,100.315971631915
2004-12-01,100.292563031605
2005-01-01,100.250470611488
2005-02-01,100.18328883655
2005-03-01,100.10403381748
2005-04-01,100.034894308357
2005-05-01,99.999099240662
2005-06-01,100.014055564604
2005-07-01,100.071894132547
2005-08-01,100.162307052117
2005-09-01,100.279485720422
2005-10-01,100.419618370936
2005-11-01,100.568855812255
2005-12-01,100.708417107894
2006-01-01,100.828686277969
2006-02-01,100.923362238436
2006-03-01,100.988787647062
2006-04-01,101.021294191097
2006-05-01,101.024297340254
2006-06-01,101.020471944721
2006-07-01,101.026760443851
2006-08-01,101.06010004679
2006-09-01,101.122108137243
2006-10-01,101.203842460303
2006-11-01,101.293650629004
2006-12-01,101.380355236736
2007-01-01,101.453442064239
2007-02-01,101.515779947845
2007-03-01,101.568025297595
2007-04-01,101.609802587849
2007-05-01,101.637976251263
2007-06-01,101.641011632346
2007-07-01,101.612393773324
2007-08-01,101.55166217248
2007-09-01,101.471248126125
2007-10-01,101.382895409462
2007-11-01,101.286371856667
2007-12-01,101.182265513537
2008-01-01,101.062629881604
2008-02-01,100.907607792296
2008-03-01,100.709879939915
2008-04-01,100.463102465342
2008-05-01,100.154894991986
2008-06-01,99.7706880933082
2008-07-01,99.2921410421288
2008-08-01,98.708292687086
2008-09-01,98.0271705793931
2008-10-01,97.2949112995244
2008-11-01,96.6083605973162
2008-12-01,96.0578424228355
2009-01-01,95.7001284919725
2009-02-01,95.5693477026881
2009-03-01,95.678726573653
2009-04-01,96.0074901999228
2009-05-01,96.4829019811216
2009-06-01,97.0382008338346
2009-07-01,97.6169424535902
2009-08-01,98.1749831523589
2009-09-01,98.6825163824815
2009-10-01,99.1185849590296
2009-11-01,99.4823202185908
2009-12-01,99.7836708881791
2010-01-01,100.025270639608
2010-02-01,100.207185572679
2010-03-01,100.337272460545
2010-04-01,100.410555307667
2010-05-01,100.432077570751
2010-06-01,100.426863081178
2010-07-01,100.426381515194
2010-08-01,100.45415305547
2010-09-01,100.513089402592
2010-10-01,100.594778299967
2010-11-01,100.689890067793
2010-12-01,100.778153383363
2011-01-01,100.837105053089
2011-02-01,100.840068688371
2011-03-01,100.774468653263
2011-04-01,100.643249308691
2011-05-01,100.456720206071
2011-06-01,100.234711699069
2011-07-01,100.002859838011
2011-08-01,99.7890508445594
2011-09-01,99.6319538537509
2011-10-01,99.5556647457322
2011-11-01,99.5548001572971
2011-12-01,99.6033941901771
2012-01-01,99.6656366415765
2012-02-01,99.7065467618715
2012-03-01,99.7058745064523
2012-04-01,99.6603994466668
2012-05-01,99.5795413648071
2012-06-01,99.4807273351786
2012-07-01,99.3869428906655
2012-08-01,99.318364887601
2012-09-01,99.2881116521002
2012-10-01,99.2965906225347
2012-11-01,99.3431559062226
2012-12-01,99.4210374215568
2013-01-01,99.5179432156159
2013-02-01,99.6231608515998
2013-03-01,99.7225718790443
2013-04-01,99.8112419908661
2013-05-01,99.9010662405384
2013-06-01,99.9910044755066
2013-07-01,100.078664441749
2013-08-01,100.164234032881
2013-09-01,100.241385297609
2013-10-01,100.305745819889
2013-11-01,100.353051369948
2013-12-01,100.378705617161
2014-01-01,100.387907331543
2014-02-01,100.394507087183
2014-03-01,100.401090066769
2014-04-01,100.399059275313
2014-05-01,100.388574938797
2014-06-01,100.377082543332
2014-07-01,100.367865574056
2014-08-01,100.362090892773
2014-09-01,100.366457253306
2014-10-01,100.373695507344
2014-11-01,100.377831342725
2014-12-01,100.379195562065
2015-01-01,100.377076818537
2015-02-01,100.364469046285
2015-03-01,100.339706159619
2015-04-01,100.302333987707
2015-05-01,100.250006052661
2015-06-01,100.187516889923
2015-07-01,100.111783930963
2015-08-01,100.031203091744
2015-09-01,99.9603007059208
2015-10-01,99.9003233550884
2015-11-01,99.8394548772439
2015-12-01,99.7751737835125
2016-01-01,99.7111115059016
2016-02-01,99.6544369249526
2016-03-01,99.6211924876159
2016-04-01,99.6130796951809
2016-05-01,99.624801255027
2016-06-01,99.653379393394
2016-07-01,99.694869688581
2016-08-01,99.7511969693436
2016-09-01,99.8271218212159
2016-10-01,99.914143720487
2016-11-01,100.0054397164
2016-12-01,100.090304735292
2017-01-01,100.159521134239
2017-02-01,100.217801757318
2017-03-01,100.270554061051
2017-04-01,100.324404760696
2017-05-01,100.38448314327
2017-06-01,100.451001532283
2017-07-01,100.520747234498
2017-08-01,100.593242164383
2017-09-01,100.658208774179
2017-10-01,100.708952220405
2017-11-01,100.738337260008
2017-12-01,100.745655663919
2018-01-01,100.733386771065
2018-02-01,100.702419666051
2018-03-01,100.645239113342
2018-04-01,100.56535420042
2018-05-01,100.476017997214
2018-06-01,100.379875910335
2018-07-01,100.274640129022
2018-08-01,100.156747057761
2018-09-01,100.025139424932
2018-10-01,99.8842637989573
2018-11-01,99.7432900740876
2018-12-01,99.6069245139904
2019-01-01,99.485167788654
2019-02-01,99.3855189365348
2019-03-01,99.3115055853707
2019-04-01,99.2535085788586
2019-05-01,99.1994561632603
2019-06-01,99.1494842095206
2019-07-01,99.1025498921474
2019-08-01,99.0570947673032
